Prioridad,Lakehouse,Esquema,source_table,target_table,Campo_001,Campo_002,Campo_003,Campo_004,Campo_005,Campo_006,Campo_007,Campo_008,Campo_009,Campo_010,Campo_011,Campo_012,Campo_013,Campo_014,Campo_015,Campo_016,Campo_017,Campo_018,Campo_019,Campo_020,Campo_021,Campo_022,Campo_023,Campo_024,Campo_025,Campo_026,Campo_027,Campo_028,Campo_029,Campo_030,Campo_031,Campo_032,Campo_033,Campo_034,Campo_035,Campo_036,Campo_037,Campo_038,Campo_039,Campo_040,Campo_041,Campo_042,Campo_043,Campo_044,Campo_045,Campo_046,Campo_047,Campo_048,Campo_049,Campo_050,Campo_051,Campo_052,Campo_053,Campo_054,Campo_055,Campo_056,Campo_057,Campo_058,Campo_059,Campo_060,Campo_061,Campo_062,Campo_063,Campo_064,Campo_065,Campo_066,Campo_067,Campo_068,Campo_069,Campo_070,Campo_071,Campo_072,Campo_073,Campo_074,Campo_075,Campo_076,Campo_077,Campo_078,Campo_079,Campo_080,Campo_081,Campo_082,Campo_083,Campo_084,Campo_085,Campo_086,Campo_087,Campo_088,Campo_089,Campo_090,Campo_091,Campo_092,Campo_093,Campo_094,Campo_095,Campo_096,Campo_097,Campo_098,Campo_099,Campo_100,Campo_101,Campo_102,Campo_103,Campo_104,Campo_105,Campo_106,Campo_107,Campo_108,Campo_109,Campo_110,Campo_111,Campo_112,Campo_113,Campo_114,Campo_115,Campo_116,Campo_117,Campo_118,Campo_119,Campo_120,Campo_121,Campo_122,Campo_123,Campo_124,Campo_125,Campo_126,Campo_127,Campo_128,Campo_129,Campo_130,Campo_131,Campo_132,Campo_133,Campo_134,Campo_135,Campo_136,Campo_137,Campo_138,Campo_139,Campo_140,Campo_141,Campo_142,Campo_143,Campo_144,Campo_145,Campo_146,Campo_147,Campo_148,Campo_149,Campo_150,Campo_151,Campo_152,Campo_153,Campo_154,Campo_155,Campo_156,Campo_157,Campo_158,Campo_159,Campo_160,Campo_161,Campo_162,Campo_163,Campo_164,Campo_165,Campo_166,Campo_167,Campo_168,Campo_169,Campo_170,Campo_171,Campo_172,Campo_173,Campo_174,Campo_175,Campo_176,Campo_177,Campo_178,Campo_179,Campo_180,Campo_181,Campo_182,Campo_183,Campo_184,Campo_185,Campo_186,Campo_187,Campo_188,Campo_189,Campo_190,Campo_191,Campo_192,Campo_193,Campo_194,Campo_195,Campo_196,Campo_197,Campo_198,Campo_199,Campo_200,Campo_201,Campo_202,Campo_203,Campo_204,Campo_205,Campo_206,Campo_207,Campo_208,Campo_209,sap_Client,sap_CreatedBy,sap_CreatedOn,sap_LastChangedBy,sap_LastChangedOn,sap_DataSource,sap_LogicalSystem,sap_DataPackage,Notas_SAP
9,lh_bronze_sap_rise,mm,,inventory_status_movement_controls,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,mm,landed_cost_condition_types,landed_cost_condition_types,charge,desc,element,taxable,tax_code,apportion_method,close_accruals,supplier,mod_userid,mod_date,user1,user2,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,mm,LC_MSTR,landed_cost_condition_types,LC_CHARGE,LC_DESC,LC_ELEMENT,LC_TAXABLE,LC_TAXC,LC_APPORTION_METHOD,LC_CLOSE_ACCRUALS,LC_SUPPLIER,LC_MOD_USERID,LC_MOD_DATE,LC_USER1,LC_USER2,LC_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,mm,,landed_cost_condition_types,,Description,,,,,,,,DocumentDate,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,mm,landed_cost_details,landed_cost_details,internal_ref_type,internal_reference,shipfrom,lc_charge,log_supplier,element,accrual_level,mod_userid,mod_date,user1,user2,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,mm,LACD_DET,landed_cost_details,LACD_INTERNAL_REF_TYPE,LACD_INTERNAL_REF,LACD_SHIPFROM,LACD_LC_CHARGE,LACD_LOG_SUPPLIER,LACD_ELEMENT,LACD_ACCRUAL_LEVEL,LACD_MOD_USERID,LACD_MOD_DATE,LACD_USER1,LACD_USER2,LACD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,mm,,landed_cost_details,,,,,,,,,DocumentDate,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,mm,material_deviations,material_deviations,request_number,request_line,plant,created_by_user_id,created_at_date,created_at_time,request_comment,status,request_type,material_number,base_unit,new_material_number,storage_location,serial_number,reference_number,requested_quantity,authorized_quantity,attachment_file,approved_by_user_id_1,approved_at_date_1,approved_at_time_1,approval_comment_1,approved_by_user_id_2,approved_at_date_2,approved_at_time_2,approval_comment_2,approved_by_user_id_3,approved_at_date_3,approved_at_time_3,approval_comment_3,rejected_by_user_id_1,rejected_at_date_1,rejected_at_time_1,rejection_comment_1,moved_by_user_id_1,moved_at_date_1,moved_at_time_1,movement_comment_1,moved_by_user_id_2,moved_at_date_2,moved_at_time_2,movement_comment_2,moved_by_user_id_3,moved_at_date_3,moved_at_time_3,movement_comment_3,char_field_01,char_field_02,char_field_03,char_field_04,char_field_05,decimal_field_01,decimal_field_02,decimal_field_03,decimal_field_04,decimal_field_05,date_field_01,date_field_02,date_field_03,date_field_04,date_field_05,flag_01,flag_02,flag_03,flag_04,flag_05,cancelled_by_user_id_1,cancelled_at_date_1,cancelled_at_time_1,cancellation_comment_1,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,mm,XXCHGPT_MSTR,material_deviations,XXCHGPT_NBR,XXCHGPT_LINE,XXCHGPT_SITE,XXCHGPT_USERID_REG,XXCHGPT_DATE_REG,XXCHGPT_TIME_REG,XXCHGPT_CMMT_REQ,XXCHGPT_STATUS,XXCHGPT_TYPE,XXCHGPT_PART,XXCHGPT_UM,XXCHGPT_NPART,XXCHGPT_LOC,XXCHGPT_SERIAL,XXCHGPT_REF,XXCHGPT_QTY_REQ,XXCHGPT_QTY_AUTH,XXCHGPT_FILE,XXCHGPT_USERID_AUTH1,XXCHGPT_DATE_AUTH1,XXCHGPT_TIME_AUTH1,XXCHGPT_CMMT_AUTH1,XXCHGPT_USERID_AUTH2,XXCHGPT_DATE_AUTH2,XXCHGPT_TIME_AUTH2,XXCHGPT_CMMT_AUTH2,XXCHGPT_USERID_AUTH3,XXCHGPT_DATE_AUTH3,XXCHGPT_TIME_AUTH3,XXCHGPT_CMMT_AUTH3,XXCHGPT_USERID_REJ1,XXCHGPT_DATE_REJ1,XXCHGPT_TIME_REJ1,XXCHGPT_CMMT_REJ1,XXCHGPT_USERID_MOV1,XXCHGPT_DATE_MOV1,XXCHGPT_TIME_MOV1,XXCHGPT_CMMT_MOV1,XXCHGPT_USERID_MOV2,XXCHGPT_DATE_MOV2,XXCHGPT_TIME_MOV2,XXCHGPT_CMMT_MOV2,XXCHGPT_USERID_MOV3,XXCHGPT_DATE_MOV3,XXCHGPT_TIME_MOV3,XXCHGPT_CMMT_MOV3,XXCHGPT__CHR01,XXCHGPT__CHR02,XXCHGPT__CHR03,XXCHGPT__CHR04,XXCHGPT__CHR05,XXCHGPT__DEC01,XXCHGPT__DEC02,XXCHGPT__DEC03,XXCHGPT__DEC04,XXCHGPT__DEC05,XXCHGPT__DAT01,XXCHGPT__DAT02,XXCHGPT__DAT03,XXCHGPT__DAT04,XXCHGPT__DAT05,XXCHGPT__LOG01,XXCHGPT__LOG02,XXCHGPT__LOG03,XXCHGPT__LOG04,XXCHGPT__LOG05,XXCHGPT_USERID_CAN1,XXCHGPT_DATE_CAN1,XXCHGPT_TIME_CAN1,XXCHGPT_CMMT_CAN1,XXCHGPT_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad2,mm,XXCHGPT_MSTR,material_deviations,XXCHGPT_NBR,XXCHGPT_LINE,XXCHGPT_SITE,XXCHGPT_USERID_REG,XXCHGPT_DATE_REG,XXCHGPT_TIME_REG,XXCHGPT_CMMT_REQ,XXCHGPT_STATUS,XXCHGPT_TYPE,XXCHGPT_PART,XXCHGPT_UM,XXCHGPT_NPART,XXCHGPT_LOC,XXCHGPT_SERIAL,XXCHGPT_REF,XXCHGPT_QTY_REQ,XXCHGPT_QTY_AUTH,XXCHGPT_FILE,XXCHGPT_USERID_AUTH1,XXCHGPT_DATE_AUTH1,XXCHGPT_TIME_AUTH1,XXCHGPT_CMMT_AUTH1,XXCHGPT_USERID_AUTH2,XXCHGPT_DATE_AUTH2,XXCHGPT_TIME_AUTH2,XXCHGPT_CMMT_AUTH2,XXCHGPT_USERID_AUTH3,XXCHGPT_DATE_AUTH3,XXCHGPT_TIME_AUTH3,XXCHGPT_CMMT_AUTH3,XXCHGPT_USERID_REJ1,XXCHGPT_DATE_REJ1,XXCHGPT_TIME_REJ1,XXCHGPT_CMMT_REJ1,XXCHGPT_USERID_MOV1,XXCHGPT_DATE_MOV1,XXCHGPT_TIME_MOV1,XXCHGPT_CMMT_MOV1,XXCHGPT_USERID_MOV2,XXCHGPT_DATE_MOV2,XXCHGPT_TIME_MOV2,XXCHGPT_CMMT_MOV2,XXCHGPT_USERID_MOV3,XXCHGPT_DATE_MOV3,XXCHGPT_TIME_MOV3,XXCHGPT_CMMT_MOV3,XXCHGPT__CHR01,XXCHGPT__CHR02,XXCHGPT__CHR03,XXCHGPT__CHR04,XXCHGPT__CHR05,XXCHGPT__DEC01,XXCHGPT__DEC02,XXCHGPT__DEC03,XXCHGPT__DEC04,XXCHGPT__DEC05,XXCHGPT__DAT01,XXCHGPT__DAT02,XXCHGPT__DAT03,XXCHGPT__DAT04,XXCHGPT__DAT05,XXCHGPT__LOG01,XXCHGPT__LOG02,XXCHGPT__LOG03,XXCHGPT__LOG04,XXCHGPT__LOG05,XXCHGPT_USERID_CAN1,XXCHGPT_DATE_CAN1,XXCHGPT_TIME_CAN1,XXCHGPT_CMMT_CAN1,XXCHGPT_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,mm,,material_deviations,,,,,DocumentDate,,,,,,,,,,,,,,,DocumentDate,,,,DocumentDate,,,,DocumentDate,,,,DocumentDate,,,,DocumentDate,,,,DocumentDate,,,,DocumentDate,,,,,,,,,,,,,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,,,,,,,DocumentDate,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,mm,ticket_detail,ticket_detail,ticket_number,item_position,gross_weight,net_weight,weight_unit,line_description,time_stamp_text,company_code,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,mm,XXTICKETD_DET,ticket_detail,XXTICKETD_NBR,XXTICKETD_PT,XXTICKETD_GROSSW,XXTICKETD_NETW,XXTICKETD_UM,XXTICKETD_LINE,XXTICKETD_TIME,XXTICKETD_DOMAIN,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad2,mm,XXTICKETD_DET,ticket_detail,XXTICKETD_NBR,XXTICKETD_PT,XXTICKETD_GROSSW,XXTICKETD_NETW,XXTICKETD_UM,XXTICKETD_LINE,XXTICKETD_TIME,XXTICKETD_DOMAIN,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,mm,,ticket_detail,,,,,,Description,,CompanyCode,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,mm,ticket_master,ticket_master,ticket_number,carrier,distribution_unit,person_in_charge,unit_capacity,driver,plant,in_date_text,in_hour_text,out_date_text,out_hour_text,is_valid,current_km,ticket_chr01,ticket_chr02,ticket_dec01,ticket_dec02,date_in,date_out,report_date,report_hour,enter_date,enter_hour,dispose_date,dispose_hour,license_plate,carrier_description,driver_description,ticket_chr03,ticket_dec03,ticket_dte01,ticket_dte02,ticket_dte03,ticket_log01,ticket_log02,ticket_log03,note,shipping_order_number,ticket_dte04,ticket_chr04,ticket_dec04,ticket_chr05,ticket_chr06,ticket_chr07,ticket_chr08,register_hour,company_code,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,mm,XXTICKET_MSTR,ticket_master,XXTICKET_NBR,XXTICKET_CARRIER,XXTICKET_DIST_UNIT,XXTICKET_PERSON_CHARGE,XXTICKET_UNIT_CAPACITY,XXTICKET_DRIVER,XXTICKET_SITE,XXTICKET_IN_DATE,XXTICKET_IN_HR,XXTICKET_OUT_DATE,XXTICKET_OUT_HR,XXTICKET_ISVALID,XXTICKET_KM_CURR,XXTICKET__CHR01,XXTICKET__CHR02,XXTICKET__DEC01,XXTICKET__DEC02,XXTICKET_DATE_IN,XXTICKET_DATE_OUT,XXTICKET_REPORT_DATE,XXTICKET_REPORT_HR,XXTICKET_ENTER_DATE,XXTICKET_ENTER_HR,XXTICKET_DISPOSE_DATE,XXTICKET_DISPOSE_HR,XXTICKET_PLATES,XXTICKET_CARRIER_DESC,XXTICKET_DRIVER_DESC,XXTICKET__CHR03,XXTICKET__DEC03,XXTICKET__DTE01,XXTICKET__DTE02,XXTICKET__DTE03,XXTICKET__LOG01,XXTICKET__LOG02,XXTICKET__LOG03,XXTICKET_NOTE,XXTICKET_SHONBR,XXTICKET__DTE04,XXTICKET__CHR04,XXTICKET__DEC04,XXTICKET__CHR05,XXTICKET__CHR06,XXTICKET__CHR07,XXTICKET__CHR08,NULL,XXTICKET_DOMAIN,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad2,mm,XXTICKET_MSTR,ticket_master,XXTICKET_NBR,XXTICKET_CARRIER,XXTICKET_DIST_UNIT,XXTICKET_PERSON_CHARGE,XXTICKET_UNIT_CAPACITY,XXTICKET_DRIVER,XXTICKET_SITE,XXTICKET_IN_DATE,XXTICKET_IN_HR,XXTICKET_OUT_DATE,XXTICKET_OUT_HR,XXTICKET_ISVALID,XXTICKET_KM_CURR,XXTICKET__CHR01,XXTICKET__CHR02,XXTICKET__DEC01,XXTICKET__DEC02,XXTICKET_DATE_IN,XXTICKET_DATE_OUT,XXTICKET_REPORT_DATE,XXTICKET_REPORT_HR,XXTICKET_ENTER_DATE,XXTICKET_ENTER_HR,XXTICKET_DISPOSE_DATE,XXTICKET_DISPOSE_HR,XXTICKET_PLATES,XXTICKET_CARRIER_DESC,XXTICKET_DRIVER_DESC,XXTICKET__CHR03,XXTICKET__DEC03,XXTICKET__DTE01,XXTICKET__DTE02,XXTICKET__DTE03,XXTICKET__LOG01,XXTICKET__LOG02,XXTICKET__LOG03,XXTICKET_NOTE,XXTICKET_SHONBR,XXTICKET__DTE04,XXTICKET__CHR04,XXTICKET__DEC04,XXTICKET__CHR05,XXTICKET__CHR06,NULL,NULL,XXTICKET_REGISTER_HR,XXTICKET_DOMAIN,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,mm,,ticket_master,,,,,,,,DocumentDate,,DocumentDate,,,,,,,,DocumentDate,DocumentDate,DocumentDate,,DocumentDate,,DocumentDate,,,Description,Description,,,,,,,,,,,,,,,,,,,CompanyCode,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,pp,assignment_complement_items,assignment_complement_items,dataset,document_id,line_number,plant_id,storage_location_id,material_id,lot_number,quantity_allocated,quantity_picked,quantity_change,user1,user2,ref,ordered_plant_id,qadc01,date_reg,time_reg,user_id,chr01,chr02,chr03,dec01,dec02,dec03,dte01,dte02,dte03,log01,log02,log03,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,pp,XXLAD_DET,assignment_complement_items,XXLAD_DATASET,XXLAD_NBR,XXLAD_LINE,XXLAD_SITE,XXLAD_LOC,XXLAD_PART,XXLAD_LOT,XXLAD_QTY_ALL,XXLAD_QTY_PICK,XXLAD_QTY_CHG,XXLAD_USER1,XXLAD_USER2,XXLAD_REF,XXLAD_ORD_SITE,XXLAD__QADC01,XXLAD_DATE_REG,XXLAD_TIME_REG,XXLAD_USERID,XXLAD__CHR01,XXLAD__CHR02,XXLAD__CHR03,XXLAD__DEC01,XXLAD__DEC02,XXLAD__DEC03,XXLAD__DTE01,XXLAD__DTE02,XXLAD__DTE03,XXLAD_LOG01,XXLAD_LOG02,XXLAD_LOG03,XXLAD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad2,pp,XXLAD_DET,assignment_complement_items,XXLAD_DATASET,XXLAD_NBR,XXLAD_LINE,XXLAD_SITE,XXLAD_LOC,XXLAD_PART,XXLAD_LOT,XXLAD_QTY_ALL,XXLAD_QTY_PICK,XXLAD_QTY_CHG,XXLAD_USER1,XXLAD_USER2,XXLAD_REF,XXLAD_ORD_SITE,XXLAD__QADC01,XXLAD_DATE_REG,XXLAD_TIME_REG,XXLAD_USERID,XXLAD__CHR01,XXLAD__CHR02,XXLAD__CHR03,XXLAD__DEC01,XXLAD__DEC02,XXLAD__DEC03,XXLAD__DTE01,XXLAD__DTE02,XXLAD__DTE03,XXLAD_LOG01,XXLAD_LOG02,XXLAD_LOG03,XXLAD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_sap_rise,pp,,assignment_complement_items,,,,Plant,,Material,,,,,,,,Plant,,DocumentDate,,,,,,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
9,lh_silver_erp,pp,assignment_items,assignment_items,dataset,order_number,line_number,plant_id,storage_location_id,material_id,lot_number,total_quantity,picked_quantity,quantity_change,user1,user2,reference,order_plant,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,lh_bronze_qad1,pp,LAD_DET,assignment_items,LAD_DATASET,LAD_NBR,LAD_LINE,LAD_SITE,LAD_LOC,LAD_PART,LAD_LOT,LAD_QTY_ALL,LAD_QTY_PICK,LAD_QTY_CHG,LAD_USER1,LAD_USER2,LAD_REF,LAD_ORD_SITE,LAD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
